,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
1249,2020-05-25,Nebraska,12354,155,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1250,2020-05-26,Nebraska,12618,160,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1251,2020-05-27,Nebraska,12975,168,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1252,2020-05-28,Nebraska,13260,170,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1253,2020-05-29,Nebraska,13654,177,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1254,2020-05-30,Nebraska,13905,177,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1255,2020-05-31,Nebraska,14101,178,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1256,2020-06-01,Nebraska,14345,183,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1257,2020-06-02,Nebraska,14611,187,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1258,2020-06-03,Nebraska,14866,189,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1259,2020-06-04,Nebraska,15117,193,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1260,2020-06-05,Nebraska,15379,193,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1261,2020-06-06,Nebraska,15543,196,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1262,2020-06-07,Nebraska,15634,196,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1263,2020-06-08,Nebraska,15752,196,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1264,2020-06-09,Nebraska,15888,199,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1265,2020-06-10,Nebraska,16025,209,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1266,2020-06-11,Nebraska,16315,217,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1267,2020-06-12,Nebraska,16513,221,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1268,2020-06-13,Nebraska,16634,221,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1269,2020-06-14,Nebraska,16735,221,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
